type,time,x,y,z
Missed,47.037791000000055,7.400444030761719,4.9741387367248535,0.7550000548362732
Missed,50.218762000000076,7.400444030761719,4.9741387367248535,0.7550000548362732
Missed,53.56207900000007,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,63.086377000000134,9.951122283935547,41.02475357055664,0.7549312114715576
Missed,63.165090000000134,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,66.35751800000018,10.186734199523926,41.015682220458984,0.7550000548362732
fall,68.42051700000019,9.31214714050293,21.548845291137695,0.5984829664230347
Missed,69.81773200000016,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,73.00893900000017,9.94382381439209,41.01026153564453,0.755000650882721
Completed,79.69771700000017,9.946187019348145,41.021080017089844,0.7549850344657898
Missed,82.69154700000013,7.400448799133301,4.9741530418396,0.7549999356269836
Completed,82.79626300000012,10.190620422363281,41.026336669921875,0.7525633573532104
Missed,85.80277900000019,7.400448799133301,4.9741530418396,0.7549999356269836
Completed,87.48264600000017,10.346122741699219,41.01063919067383,1.0050002336502075
Missed,92.0215820000002,7.400448799133301,4.9741530418396,0.7549999356269836
Completed,100.9432690000001,10.171174049377441,41.010780334472656,0.754995584487915
Missed,101.1001490000001,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,104.3747480000001,10.198633193969727,41.019256591796875,0.7548364400863647
Completed,110.49484000000008,9.944307327270508,41.0201301574707,0.7549885511398315
fall,110.79242200000009,9.3114595413208,21.546924591064453,0.5981090068817139
Completed,114.15700800000009,9.944527626037598,41.025081634521484,0.7549800872802734
fall,116.4723800000001,9.01274299621582,21.73469352722168,0.5914732217788696
Completed,117.21939500000009,10.28646183013916,41.00513458251953,0.761626660823822
Missed,119.03632600000006,7.400448799133301,4.9741530418396,0.7549999356269836
Completed,119.46578600000007,10.155915260314941,41.0152587890625,0.7549995183944702
Completed,122.29395500000008,10.193031311035156,41.00080108642578,0.7595495581626892
Missed,124.79221500000008,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,128.2887920000001,10.195096969604492,41.02225112915039,0.7570925951004028
Completed,134.16669200000018,10.193293571472168,41.02763366699219,0.7521094679832458
Completed,139.79215900000014,10.202211380004883,41.02025604248047,0.7542733550071716
Missed,139.95361000000014,7.400444030761719,4.9741387367248535,0.7550000548362732
Missed,142.96323400000023,7.400444030761719,4.9741387367248535,0.7550000548362732
Missed,145.89069900000032,7.400444030761719,4.9741387367248535,0.7550000548362732
fall,146.90204600000033,9.312617301940918,21.550203323364258,0.5987739562988281
Completed,155.10656200000028,10.195205688476562,41.01640319824219,0.7558112144470215
fall,155.75417800000028,9.311989784240723,21.55372428894043,0.5995644927024841
Completed,157.9693960000003,9.945584297180176,41.013309478759766,0.7549970746040344
Missed,160.62712000000028,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,160.73531100000028,9.943497657775879,41.00888442993164,0.7549999356269836
fall,161.7149160000003,9.312112808227539,21.634492874145508,0.5997491478919983
Completed,164.3258070000003,9.943967819213867,41.01333999633789,0.7549993395805359
Completed,170.0716250000004,10.190567016601562,41.01447296142578,0.7569137215614319
Missed,173.5153670000004,7.408712387084961,4.98242712020874,0.7549999952316284
Completed,176.29594800000035,10.195935249328613,41.00606918334961,0.7603779435157776
Missed,179.01164500000039,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,191.70595600000024,10.150891304016113,41.00092315673828,0.7549996972084045
Missed,194.4074220000002,7.400448799133301,4.9741530418396,0.7549999356269836
Completed,194.92723200000017,9.947373390197754,41.0196533203125,0.7549833059310913
Completed,198.23531500000027,10.286452293395996,41.026611328125,0.7503529787063599
Completed,203.4611690000005,10.228010177612305,41.02385711669922,0.7533593773841858
Completed,206.4483770000005,10.203655242919922,41.02067184448242,0.7545937895774841
Missed,209.85719200000042,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,211.09665400000043,10.289506912231445,41.0078239440918,0.7574367523193359
Completed,213.49133500000045,10.195266723632812,41.01493835449219,0.7555254101753235
Missed,215.90390600000043,7.400444030761719,4.9741387367248535,0.7550000548362732
fall,217.07571300000052,9.760407447814941,21.637434005737305,0.5974584817886353
Completed,218.60775900000058,10.125460624694824,41.0060920715332,0.7550020217895508
Completed,224.8998810000004,10.16981315612793,41.02151870727539,0.7548439502716064
Missed,224.8998810000004,7.400444030761719,4.9741387367248535,0.7550000548362732
fall,225.7242840000004,9.570055961608887,21.615873336791992,0.5964490175247192
Completed,228.3484510000004,9.947208404541016,41.01761245727539,0.7549862861633301
Completed,233.84670200000045,10.17385196685791,41.02656936645508,0.7546802163124084
Completed,236.81093800000045,10.161918640136719,41.00260925292969,0.7549999356269836
fall,240.16167500000049,8.998445510864258,21.744089126586914,0.5895733833312988
Completed,240.23299700000047,10.214957237243652,41.016258239746094,0.7561091184616089
Completed,246.33061500000017,10.284762382507324,41.00886535644531,0.7586381435394287
Completed,248.8203760000001,10.183101654052734,41.02610778808594,0.7549999952316284
Missed,252.04664299999996,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,255.50133899999986,10.19438648223877,41.02123260498047,0.7550227046012878
Completed,260.96353599999964,10.054052352905273,41.00933837890625,0.7550000548362732
Completed,264.5590859999996,10.194245338439941,41.0233268737793,0.7541000843048096
Completed,270.0679349999994,10.181286811828613,41.024810791015625,0.7544569969177246
Missed,270.1666779999994,7.400444030761719,4.9741387367248535,0.7550000548362732
fall,270.8947289999994,9.311193466186523,21.545433044433594,0.5978527069091797
Completed,273.6037359999995,10.19837760925293,41.01457214355469,0.7569326162338257
Completed,279.30364999999966,10.17474365234375,41.02333068847656,0.7547567486763
fall,279.5408309999996,12.446799278259277,20.983110427856445,0.5825936794281006
Completed,282.7588249999996,10.196335792541504,41.02267074584961,0.7546347975730896
Completed,285.8219599999994,10.198410987854004,41.00677490234375,0.7574833035469055
Completed,289.65599799999933,10.293719291687012,41.00093078613281,0.7589502930641174
fall,291.4963489999995,9.536788940429688,22.729103088378906,0.5769228935241699
Completed,291.6724609999995,10.192605018615723,41.01467514038086,0.756568431854248
Completed,294.74270599999977,9.946837425231934,41.014991760253906,0.754995584487915
fall,296.9073049999997,11.22546672821045,25.64057731628418,0.5250144004821777
Completed,300.7978459999997,9.94719123840332,41.0165901184082,0.7549902200698853
Missed,303.5461579999998,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,306.3718559999995,10.19825553894043,41.007328033447266,0.7552152276039124
Missed,306.5356969999995,7.400444030761719,4.9741387367248535,0.7550000548362732
Missed,315.8057239999995,7.400448799133301,4.9741530418396,0.7549999356269836
Missed,324.68841799999916,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,324.8069469999992,10.377137184143066,41.016326904296875,0.7549999952316284
Missed,327.65825199999944,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,327.7374689999994,10.178780555725098,41.005592346191406,0.7550629377365112
Missed,333.6627649999995,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,336.9699939999996,10.196756362915039,41.013938903808594,0.7540153861045837
Missed,339.6919039999997,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,342.2915109999996,10.201067924499512,41.01801681518555,0.7547869682312012
Missed,342.6216729999996,7.400448799133301,4.9741530418396,0.7549999356269836
fall,343.04897899999963,9.285785675048828,21.582172393798828,0.597926139831543
Missed,348.49507199999937,7.400444030761719,4.9741387367248535,0.7550000548362732
Missed,351.30411699999945,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,351.5273579999994,10.104571342468262,41.005279541015625,0.7549996972084045
Missed,354.1306769999993,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,363.5574279999999,9.97653579711914,41.00663375854492,0.7550485134124756
Completed,365.99301799999995,10.176822662353516,41.002838134765625,0.755000114440918
Missed,366.02652299999994,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,374.8631820000002,10.195000648498535,41.01812744140625,0.7547696828842163
Missed,377.76655100000016,7.400444030761719,4.9741387367248535,0.7550000548362732
Completed,378.3407850000001,10.154885292053223,41.001243591308594,0.7549998760223389
Completed,382.0551890000001,9.946459770202637,41.01601791381836,0.7549938559532166
